     x-cord                    y-cord                      z-cord                   temperature            G(incident radiation)    qr (source term)
   5.8823528999999999E-002   5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        10636.205000000000       -8226.1075000000001     
  0.17647059000000001        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        11788.788000000000       -8110.8492000000006     
  0.29411765000000001        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        12517.004999999999       -8038.0275000000001     
  0.41176470999999998        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        13176.177000000000       -7972.1103000000003     
  0.52941176000000001        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        13733.589000000000       -7916.3690999999999     
  0.64705882000000003        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        14170.195000000000       -7872.7084999999997     
  0.76470587999999995        5.8823528999999999E-002   5.8823528999999999E-002   799.52715999999998        14570.897999999999       -7810.6948890382446     
  0.88235293999999997        5.8823528999999999E-002   5.8823528999999999E-002   798.61398999999994        14760.980000000000       -7749.4188315804904     
   1.0000000000000000        5.8823528999999999E-002   5.8823528999999999E-002   798.20084999999995        14881.278000000000       -7718.3136159695923     
   1.1176470999999999        5.8823528999999999E-002   5.8823528999999999E-002   798.61398999999994        14761.148999999999       -7749.4019315804899     
   1.2352941000000000        5.8823528999999999E-002   5.8823528999999999E-002   799.52715999999998        14569.287000000000       -7810.8559890382448     
   1.3529412000000001        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        14170.477999999999       -7872.6801999999998     
   1.4705881999999999        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        13731.175999999999       -7916.6103999999996     
   1.5882353000000000        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        13175.708000000001       -7972.1572000000006     
   1.7058823999999999        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        12513.410000000000       -8038.3869999999997     
   1.8235294000000000        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        11787.115000000000       -8111.0164999999997     
   1.9411765000000001        5.8823528999999999E-002   5.8823528999999999E-002   800.00000000000000        10631.078000000000       -8226.6202000000012     
   5.8823528999999999E-002  0.17647059000000001        5.8823528999999999E-002   800.00000000000000        11787.983000000000       -8110.9296999999997     
  0.17647059000000001       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        13327.181000000000       -7957.0099000000009     
  0.29411765000000001       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        14182.241000000000       -7871.5039000000006     
  0.41176470999999998       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        15136.341000000000       -7776.0938999999998     
  0.52941176000000001       0.17647059000000001        5.8823528999999999E-002   798.61398999999994        15815.183999999999       -7643.9984315804904     
  0.64705882000000003       0.17647059000000001        5.8823528999999999E-002   794.54978000000006        16467.410000000000       -7392.4069986026152     
  0.76470587999999995       0.17647059000000001        5.8823528999999999E-002   789.91988000000003        16952.955999999998       -7134.9996686649829     
  0.88235293999999997       0.17647059000000001        5.8823528999999999E-002   786.41994999999997        17267.737000000001       -6948.0596220517564     
   1.0000000000000000       0.17647059000000001        5.8823528999999999E-002   785.12949000000003        17387.053000000000       -6879.3288455182519     
   1.1176470999999999       0.17647059000000001        5.8823528999999999E-002   786.41994999999997        17267.728999999999       -6948.0604220517562     
   1.2352941000000000       0.17647059000000001        5.8823528999999999E-002   789.91988000000003        16952.142000000000       -7135.0810686649847     
   1.3529412000000001       0.17647059000000001        5.8823528999999999E-002   794.54978000000006        16466.991000000002       -7392.4488986026154     
   1.4705881999999999       0.17647059000000001        5.8823528999999999E-002   798.61398999999994        15813.995999999999       -7644.1172315804906     
   1.5882353000000000       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        15134.706000000000       -7776.2573999999995     
   1.7058823999999999       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        14180.116000000000       -7871.7164000000012     
   1.8235294000000000       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        13324.437000000000       -7957.2842999999993     
   1.9411765000000001       0.17647059000000001        5.8823528999999999E-002   800.00000000000000        11784.507000000000       -8111.2773000000007     
   5.8823528999999999E-002  0.29411765000000001        5.8823528999999999E-002   800.00000000000000        12516.691999999999       -8038.0588000000007     
  0.17647059000000001       0.29411765000000001        5.8823528999999999E-002   800.00000000000000        14183.121999999999       -7871.4157999999998     
  0.29411765000000001       0.29411765000000001        5.8823528999999999E-002   799.99838000000000        15107.674999999999       -7778.8852534317621     
  0.41176470999999998       0.29411765000000001        5.8823528999999999E-002   796.62920999999994        16154.433999999999       -7518.7027618946013     
